Battery_Voltage_V,Battery_Temperature_C,State_of_Charge_Percent,Charge_Discharge_Cycles,Current_A,Battery_Age_Months,Internal_Resistance_mOhm,Ambient_Temperature_C,Battery_Health_Percent
358.03,17.18,17.0,88,-0.17,10.8,28.85,14.62,96.71
371.63,41.99,34.23,974,-6.06,83.5,51.94,41.36,75.24
372.75,55.06,41.1,666,-85.07,61.1,48.73,39.94,76.59
386.43,38.5,80.94,192,-69.42,15.8,31.08,26.55,94.32
370.82,35.69,41.97,310,-78.83,41.3,39.34,21.82,89.73
350.4,,9.64,295,-93.07,27.6,36.64,28.58,90.93
384.49,13.72,65.42,354,-54.53,70.7,44.25,9.86,89.0
382.26,14.49,68.77,513,-21.45,43.5,41.22,14.53,88.87
389.34,40.08,82.35,1100,-91.46,95.0,53.89,25.0,69.23
365.81,41.8,42.89,59,-60.84,5.3,26.9,34.16,99.12
358.86,27.99,13.18,239,-20.86,34.1,38.64,26.15,94.02
382.4,70.0,57.54,360,-167.01,46.3,42.59,22.44,77.98
356.17,19.56,16.49,304,16.96,48.3,40.22,19.72,98.65
352.83,46.18,6.62,411,-27.22,30.3,38.76,50.0,87.88
388.04,17.52,78.97,931,-26.4,70.0,47.09,17.26,80.34
371.01,17.72,43.32,899,29.38,84.0,50.59,9.72,78.78
374.98,25.02,54.88,465,16.29,90.1,49.23,22.24,84.57
380.68,35.87,67.97,1090,-3.56,77.3,,33.18,76.27
375.65,31.13,43.1,1048,-23.22,81.7,52.51,29.08,75.21
347.01,25.64,9.86,431,-40.59,52.9,46.53,20.49,90.26
366.02,40.44,29.01,817,-74.85,79.3,50.49,29.92,78.23
362.58,56.53,23.46,373,-97.65,29.1,35.84,39.09,85.01
403.89,33.58,97.85,454,-16.76,38.3,45.85,30.04,90.31
386.92,27.89,75.25,382,-16.35,30.4,39.13,29.54,92.18
372.83,32.54,47.9,218,-31.53,44.9,37.27,29.57,90.51
353.08,53.21,11.02,393,-120.64,27.4,37.84,20.54,86.08
359.07,70.0,16.01,988,-199.31,92.3,50.33,32.49,68.71
388.99,40.59,82.23,368,-36.66,30.0,36.54,38.42,92.09
394.02,70.0,94.82,81,-150.03,9.4,33.96,41.52,88.52
351.78,33.61,7.98,685,-20.93,50.6,41.96,32.3,89.31
392.9,39.71,91.49,60,76.92,5.5,28.59,28.15,93.92
367.56,49.06,41.15,126,-20.13,10.6,34.74,46.77,90.41
362.9,36.2,25.3,195,-66.19,21.1,39.5,29.2,89.35
356.77,41.39,14.71,458,-102.75,44.6,42.37,23.16,85.42
390.81,31.77,78.32,252,-74.6,41.6,42.3,21.11,94.06
375.21,22.22,49.55,913,-42.21,76.8,48.35,19.96,82.0
388.43,21.24,84.08,917,24.37,71.0,50.74,22.97,82.65
356.87,49.32,26.48,293,-31.59,40.9,41.33,47.27,86.87
381.56,25.96,69.46,132,-57.5,32.0,35.11,20.43,93.0
360.4,41.36,16.22,333,0.38,30.4,35.99,43.27,92.92
358.99,30.63,13.53,676,48.56,74.3,47.7,25.95,81.78
361.79,37.42,17.67,71,-21.19,5.0,32.16,38.42,96.31
393.44,21.16,81.85,30,-28.53,1.2,30.03,17.21,100.0
386.9,70.0,67.28,486,-139.6,76.4,46.73,27.82,75.54
361.6,42.87,20.77,433,-121.71,45.8,38.69,11.84,88.28
376.19,60.85,41.55,44,-129.39,12.6,32.92,28.22,89.07
389.66,41.99,77.55,87,-51.48,22.6,35.78,35.87,89.97
372.07,52.54,32.14,443,-90.03,89.5,48.41,37.67,74.64
394.38,39.02,92.52,473,-69.76,82.5,45.55,27.95,80.48
393.99,42.35,91.89,466,-90.79,68.1,41.65,24.42,82.7
378.19,45.06,57.53,620,-85.49,46.3,43.34,28.87,83.7
382.41,67.29,65.04,321,-151.25,50.0,39.56,22.28,81.13
382.56,25.12,67.06,747,-26.8,93.6,54.76,22.27,79.3
366.4,24.91,29.55,1124,2.01,92.7,57.99,23.92,77.02
369.55,33.37,39.71,189,-35.82,20.7,31.25,30.28,95.54
357.14,43.2,17.91,849,-18.11,77.9,49.64,42.36,79.61
395.24,39.14,92.86,204,-12.1,18.9,33.36,40.99,94.18
390.54,26.07,73.77,173,-14.49,20.5,32.43,24.81,96.08
355.65,19.52,9.4,920,10.79,64.9,48.6,19.85,80.72
373.57,20.08,57.19,343,31.44,38.9,37.68,20.67,92.53
373.33,17.78,37.59,1089,54.7,89.4,52.48,13.21,74.64
392.53,70.0,82.45,145,-155.55,8.5,30.7,35.28,90.21
370.75,13.39,37.66,364,-11.97,49.1,43.66,14.06,91.17
385.88,29.64,66.19,1072,-112.6,88.2,53.55,5.42,76.8
363.31,,20.75,752,44.37,86.8,50.41,35.29,78.45
376.28,39.63,58.08,142,-36.04,15.0,36.19,34.85,95.64
363.25,16.08,32.92,126,-23.42,35.2,35.9,17.19,93.77
367.52,33.32,20.66,480,-32.97,59.4,44.36,31.03,87.84
379.82,15.37,63.83,209,-27.38,15.3,32.94,14.81,98.17
383.97,34.48,65.67,620,58.84,92.9,,27.03,78.39
404.1,34.45,98.42,1137,34.38,87.8,54.79,31.59,72.54
382.95,40.86,68.57,157,56.27,16.0,34.38,34.94,93.24
375.92,37.86,53.99,159,-51.68,11.6,34.83,31.96,96.42
398.63,65.2,91.7,143,-167.48,8.2,34.8,9.06,88.26
392.48,28.32,83.69,893,4.84,87.3,51.92,31.02,81.14
380.05,70.0,57.13,220,-106.99,18.6,37.15,49.81,82.67
376.55,42.59,53.58,463,-61.72,40.0,38.98,31.93,83.34
395.66,16.21,94.49,494,-43.73,43.1,42.82,14.15,89.1
380.81,20.98,63.63,722,-39.88,57.5,44.38,20.9,83.09
389.99,25.39,72.81,146,-1.37,6.9,31.09,22.88,96.92
355.73,20.74,13.23,310,-95.4,21.8,,4.68,93.29
387.91,31.61,73.24,450,-2.41,89.4,43.45,29.01,85.35
362.17,32.11,30.14,562,-51.42,87.2,50.03,24.5,83.03
364.11,51.62,15.98,583,116.13,75.0,47.48,24.96,77.42
393.82,63.08,85.72,41,-135.41,1.9,31.03,26.75,93.32
386.35,20.89,70.66,384,-32.35,31.4,,20.78,95.65
374.64,,43.72,312,-3.11,60.3,40.01,36.55,87.13
371.55,39.19,45.98,374,-64.67,26.4,35.35,29.84,93.28
365.44,34.47,23.73,655,-74.43,87.3,51.86,22.66,84.1
348.4,36.79,5.91,500,39.47,60.9,43.7,32.45,86.42
367.25,,38.19,91,10.46,6.9,34.37,31.55,96.25
357.15,33.82,19.1,819,-87.93,87.3,52.6,18.45,79.72
366.89,65.18,45.06,476,-128.98,91.9,49.21,26.27,71.66
390.52,,84.21,37,-4.69,7.5,31.07,26.26,97.34
357.79,23.8,15.9,542,-20.63,51.1,42.58,22.15,86.85
353.59,15.28,13.72,205,-5.74,29.1,40.39,14.43,93.38
391.65,27.23,90.7,239,-47.87,37.7,36.83,21.84,93.12
388.02,41.73,75.79,127,11.53,17.2,35.94,40.66,91.17
354.78,29.88,10.04,206,56.02,55.5,38.54,21.51,93.78
355.48,37.35,12.56,815,51.83,92.0,50.16,36.99,77.37
381.24,43.05,70.07,166,-89.14,48.3,39.27,27.65,87.35
368.91,50.57,40.18,75,109.98,8.0,31.63,29.68,96.26
384.9,18.49,73.8,645,-0.51,59.5,47.3,15.76,86.8
371.97,68.37,43.42,155,-125.59,32.7,35.89,39.64,85.19
396.79,47.4,96.94,1125,-13.76,82.2,52.53,48.6,74.24
385.37,21.06,70.97,538,-26.23,41.7,39.1,21.02,89.49
350.78,43.03,9.43,139,-47.0,18.5,38.84,41.04,92.1
364.01,20.15,36.4,260,-52.2,18.3,32.39,15.31,95.8
380.94,23.28,58.54,518,2.13,73.8,52.48,27.46,85.28
361.54,19.34,18.48,133,2.37,25.5,36.5,16.28,93.53
351.44,43.93,5.24,408,-75.2,73.7,46.03,31.77,83.05
356.35,34.85,12.53,216,-72.15,19.8,32.11,25.96,93.14
376.05,39.74,54.81,412,-74.5,30.9,39.84,27.49,92.04
385.82,46.87,65.06,346,-50.49,44.7,37.06,41.12,86.0
356.3,38.9,13.83,1045,13.19,90.5,53.71,40.44,74.17
382.6,29.76,68.19,957,32.15,89.4,55.19,26.28,74.17
384.71,44.24,63.63,93,-52.86,19.9,31.02,39.07,92.23
394.82,43.12,94.29,420,25.94,34.4,40.67,39.5,89.59
392.9,38.49,84.86,157,-13.5,14.3,32.99,39.09,97.46
394.16,28.82,94.61,109,-32.02,49.0,39.56,29.48,88.1
400.38,43.64,96.78,444,72.05,44.2,38.39,31.31,84.23
375.88,25.52,46.88,721,-20.25,86.5,52.84,25.16,81.45
371.81,54.58,51.35,773,-48.12,89.3,52.51,50.0,72.79
361.54,32.73,31.75,429,10.14,36.8,38.13,31.99,95.06
377.52,51.14,53.3,280,-113.85,47.2,38.32,27.18,86.77
365.48,38.1,19.32,961,-53.16,86.0,55.05,33.03,78.51
387.04,30.83,68.79,769,-24.29,77.4,48.45,30.72,83.88
353.05,47.85,7.37,0,3.16,0.4,28.37,48.62,95.74
361.13,31.58,27.38,255,-25.54,30.7,38.2,27.78,91.16
358.74,61.64,24.77,402,-117.34,40.5,41.38,35.66,87.08
399.2,42.49,94.1,216,-93.1,22.1,34.36,26.81,90.72
362.15,22.6,18.77,189,-65.86,19.2,37.63,11.13,93.87
392.92,27.35,89.62,76,-25.51,3.6,31.3,28.01,99.35
357.67,64.42,16.81,483,-117.82,61.8,45.92,36.53,77.08
383.55,34.7,66.82,122,44.55,25.2,36.82,29.36,91.94
373.13,18.69,35.39,0,-21.23,5.0,28.11,16.44,100.0
367.71,42.09,35.02,194,-22.86,22.2,37.58,43.85,92.1
396.98,19.75,99.84,907,-50.39,77.0,52.67,16.1,80.5
359.77,48.84,26.47,803,-126.6,81.7,50.97,20.27,73.08
359.39,20.8,24.24,294,-34.55,46.4,35.07,16.75,88.59
384.29,19.78,60.99,336,4.89,39.9,39.82,17.64,90.94
389.23,35.3,75.37,842,-49.2,93.9,50.68,28.45,79.99
398.13,35.23,98.34,260,24.15,19.3,32.76,34.11,95.87
377.04,25.49,71.63,251,-43.74,20.7,35.3,22.13,94.78
376.63,32.53,58.38,341,1.76,28.0,33.25,33.64,90.49
372.97,37.0,43.87,175,-46.64,16.6,34.03,35.69,96.19
381.82,26.35,61.54,249,-17.24,36.4,40.14,24.71,96.01
382.07,11.21,62.08,1001,12.09,87.4,,12.86,79.56
358.8,61.02,25.68,569,-104.82,59.1,46.89,43.14,81.56
384.91,23.93,68.76,573,-1.16,39.5,41.02,21.29,90.65
359.28,5.75,24.42,764,23.26,89.7,52.0,5.9,83.07
375.78,41.31,51.55,2,91.42,4.7,28.55,24.11,97.59
362.54,36.1,29.69,273,-35.73,20.2,31.87,33.84,90.74
370.57,70.0,34.72,249,-165.95,54.3,38.42,35.34,80.58
382.67,56.82,63.32,436,-146.85,59.1,41.75,16.63,82.08
355.13,28.42,11.13,22,-93.23,3.8,29.23,9.51,97.23
357.21,33.7,6.14,379,36.95,38.7,42.05,31.06,85.11
357.59,50.93,17.41,638,91.81,62.3,45.43,33.17,80.14
356.27,46.66,21.03,325,-64.39,67.0,47.59,39.18,83.07
365.07,40.0,23.8,580,-36.8,61.3,48.04,38.03,82.87
390.02,70.0,78.52,183,-194.87,30.8,34.43,29.47,87.07
372.77,17.32,47.45,50,-0.92,9.0,33.9,18.81,99.88
372.89,24.16,49.64,350,-31.94,41.0,41.75,23.17,92.97
384.64,31.14,66.21,231,-55.0,12.4,33.44,25.57,98.0
389.57,35.08,74.27,559,-97.81,91.0,49.28,18.85,79.8
350.37,45.75,5.33,590,-61.14,45.6,41.42,38.81,83.62
394.89,67.01,86.39,328,-120.71,30.5,42.62,38.28,81.16
400.2,32.21,98.9,871,-91.65,73.6,52.97,14.04,81.73
355.8,50.75,16.57,206,-116.24,47.8,38.65,24.78,82.69
383.44,65.26,66.85,190,-101.02,29.8,39.49,48.62,84.14
350.97,63.59,5.23,784,-109.31,77.9,48.65,39.63,72.72
358.55,28.99,9.66,402,-5.38,83.2,48.41,29.88,83.29
364.09,60.34,32.08,434,-108.99,64.6,44.55,38.96,79.15
397.23,48.86,85.41,134,-43.14,4.5,31.84,44.49,91.74
383.89,51.94,66.99,469,-105.52,54.4,40.8,28.95,84.91
368.44,36.94,47.35,945,-103.16,73.3,49.28,14.43,81.0
366.81,59.62,46.67,77,-105.53,13.1,33.95,36.6,91.54
374.01,39.28,49.28,199,18.66,22.0,35.42,37.11,94.35
371.27,23.81,34.55,691,-50.95,84.7,48.95,17.94,86.51
397.88,49.04,88.38,165,-84.83,1.9,34.85,30.61,93.34
379.97,43.14,58.95,966,-100.25,72.3,50.76,20.09,77.13
373.28,41.14,50.98,228,-120.66,45.5,39.11,11.55,92.64
373.34,40.57,49.18,442,-83.1,42.9,39.78,30.21,86.53
397.57,70.0,93.9,0,-126.19,0.7,30.69,42.52,88.66
390.14,39.41,73.75,620,-66.08,78.7,49.19,31.21,81.91
361.09,44.62,18.76,511,-82.47,34.5,40.58,29.77,86.79
376.16,30.67,46.51,472,-86.75,51.9,43.68,14.67,91.78
368.13,36.4,32.4,713,34.29,65.0,45.57,34.28,83.32
402.19,27.48,98.75,615,-54.64,67.5,44.1,22.46,84.21
365.45,24.72,44.46,1138,-50.93,91.8,54.63,20.22,78.01
353.05,34.19,11.45,555,36.92,51.0,44.05,36.82,83.92
368.72,43.04,44.07,244,-121.52,38.4,40.26,15.84,87.69
364.16,34.48,35.53,872,-69.22,91.6,56.92,25.88,78.64
381.0,51.98,61.96,324,-132.95,61.6,43.77,16.52,80.43
358.9,28.75,26.48,209,-35.78,28.6,32.33,25.01,93.87
351.38,4.95,8.42,105,-3.57,12.1,35.22,6.08,98.87
356.76,70.0,14.11,311,-185.49,80.9,46.08,33.42,77.85
361.14,31.71,31.9,214,11.6,34.8,35.97,31.9,94.53
367.59,49.96,38.09,583,-21.34,63.4,46.98,49.77,75.22
394.05,33.39,84.27,439,-37.81,45.2,42.01,30.42,89.21
361.65,46.67,30.66,206,-114.51,19.1,33.96,18.98,93.81
356.38,37.53,7.99,338,6.32,57.8,42.29,37.92,90.69
387.17,45.85,79.17,134,60.97,5.8,30.43,37.69,91.91
394.59,50.87,87.55,372,-64.45,39.7,39.27,41.07,83.14
372.57,16.45,51.77,460,-59.05,52.5,39.86,8.39,89.16
367.39,22.64,32.07,493,-38.64,41.9,42.06,20.99,86.51
388.27,26.15,78.35,748,-63.97,71.9,49.0,18.92,82.17
354.32,,5.85,879,-50.69,79.5,52.98,43.29,76.08
394.76,36.73,92.78,528,21.71,74.0,48.39,36.06,84.43
395.28,41.61,87.23,51,-43.98,3.7,29.74,39.3,97.33
380.92,18.26,56.76,249,-22.6,18.6,36.05,17.15,96.85
366.04,44.33,31.37,652,81.99,51.5,45.09,29.33,84.61
352.62,18.14,8.12,527,47.86,89.7,47.13,11.73,82.98
399.29,40.16,99.98,567,-102.8,80.2,49.51,16.98,81.07
384.91,37.66,77.4,859,64.66,80.9,50.09,29.24,81.79
369.2,34.61,37.18,274,42.61,29.1,35.81,30.22,93.79
355.28,39.08,6.83,449,49.66,41.2,40.34,31.93,89.27
387.57,32.24,65.73,246,-77.53,45.2,35.87,21.5,91.63
403.3,35.7,98.76,136,-27.31,15.1,30.08,32.25,93.05
383.15,37.51,72.17,29,-63.5,3.0,31.9,28.05,96.85
357.11,47.25,12.95,781,-32.74,90.9,50.12,43.7,76.18
371.21,28.83,43.22,172,65.11,23.1,32.75,23.73,97.94
361.34,10.55,15.37,307,-31.6,23.0,33.27,9.65,97.62
393.7,70.0,91.66,100,-143.2,8.0,29.66,34.17,87.8
370.83,41.99,36.39,1088,-62.39,89.1,52.71,31.36,76.47
384.37,29.9,74.67,319,-79.27,55.7,37.55,19.1,87.81
356.2,31.68,13.05,444,67.39,64.0,45.36,24.73,86.7
355.95,43.27,17.2,595,-88.79,87.5,49.91,29.94,80.46
378.88,31.76,69.55,372,-64.43,33.2,37.11,24.21,95.59
389.85,25.48,85.13,672,-62.36,59.7,48.28,16.9,82.72
361.3,35.94,24.14,102,55.98,3.7,30.16,26.0,95.13
376.65,36.7,44.74,46,17.62,17.9,33.07,36.84,98.87
378.66,22.94,63.84,446,-5.92,79.8,49.1,24.38,87.34
388.51,34.59,80.65,456,-26.03,73.6,44.91,30.12,84.58
378.02,31.08,64.68,286,-27.1,33.7,39.51,26.19,92.98
360.5,14.64,14.07,315,-35.43,36.2,39.96,15.65,90.88
376.9,39.78,56.57,601,83.32,51.2,42.72,26.94,84.4
393.5,50.9,89.04,13,-116.02,0.0,29.58,23.55,91.33
392.69,70.0,87.46,151,-205.93,23.2,32.25,35.59,85.73
374.44,45.15,60.58,122,-13.42,20.0,28.63,40.35,93.32
395.4,39.62,99.59,217,44.16,24.0,34.23,36.82,96.48
354.64,20.02,14.99,969,-28.87,77.4,51.77,20.65,82.71
377.08,65.26,50.47,187,-158.81,26.8,33.46,16.37,87.05
381.82,15.09,78.64,117,4.75,18.4,35.16,12.86,94.2
360.82,51.25,18.4,191,-103.89,48.4,38.28,29.69,85.15
399.73,51.5,97.41,476,-117.02,83.1,49.21,20.91,77.53
363.87,37.63,38.63,60,-98.67,23.2,31.93,16.87,96.61
368.18,70.0,38.26,0,-136.52,7.5,31.01,47.62,85.64
366.12,36.13,25.25,338,-27.8,34.2,36.09,32.86,90.35
362.97,46.21,32.36,371,-78.87,71.8,40.66,31.36,82.67
378.28,62.5,59.87,262,-119.83,52.9,40.02,30.86,78.99
381.18,62.51,45.79,932,102.79,78.4,48.69,44.19,74.11
362.66,37.23,23.37,905,-71.88,92.1,52.75,26.33,71.9
390.16,34.67,81.87,947,-36.9,76.1,51.72,34.18,78.44
354.03,42.11,10.91,491,53.24,58.0,40.69,37.03,84.41
393.27,46.11,84.29,517,0.65,47.4,43.93,46.58,86.93
367.61,39.65,31.12,0,74.51,3.8,28.17,27.99,98.8
369.59,54.68,52.11,994,-81.77,94.5,52.68,40.35,67.51
363.9,9.55,41.2,209,22.85,36.8,36.28,9.72,91.14
376.61,51.83,59.21,67,-10.57,14.6,33.29,49.17,88.71
389.85,35.67,80.62,751,19.7,64.0,48.25,32.23,81.95
399.72,36.15,98.99,256,10.66,27.3,37.69,35.55,90.46
361.93,33.51,34.08,738,-86.32,56.2,44.43,15.16,83.87
378.19,47.85,57.61,489,129.41,56.3,44.41,14.51,80.49
374.42,70.0,49.27,281,-175.64,42.8,40.94,21.54,79.53
397.4,43.23,99.9,765,-91.85,80.3,48.49,28.2,79.67
389.32,24.57,81.85,304,0.87,25.4,33.73,25.45,95.47
369.18,26.76,42.72,337,-22.56,43.1,39.15,23.9,88.83
376.54,26.11,50.3,620,-31.97,51.6,46.23,26.03,81.63
364.2,4.55,28.37,372,2.93,63.7,46.75,4.65,89.09
384.95,53.63,76.75,881,-90.57,75.3,45.83,32.27,75.56
395.51,26.98,85.3,284,10.39,37.9,39.06,26.3,90.55
394.23,45.29,96.67,387,-47.75,62.0,43.91,37.51,81.25
374.24,24.73,58.75,73,44.06,14.5,35.83,23.24,96.18
383.62,27.03,68.71,876,-58.28,89.5,52.52,24.28,78.57
372.94,26.65,47.38,161,-11.93,36.8,37.5,29.58,94.56
381.65,37.01,62.87,485,-1.75,70.0,44.64,34.84,88.28
365.52,39.45,38.13,84,14.31,2.0,29.22,39.51,95.61
390.22,29.79,75.08,164,-37.76,19.7,33.46,27.59,98.41
358.72,42.27,7.16,392,-57.19,46.8,41.72,32.29,85.37
353.79,45.47,7.7,585,-86.5,84.3,46.15,28.33,77.99
387.46,26.23,73.03,243,-10.83,50.6,42.44,25.06,86.35
390.36,58.51,93.41,1172,-153.84,89.3,55.64,8.78,65.6
381.23,30.67,65.06,600,-21.47,46.4,39.85,30.06,84.16
384.92,20.17,74.02,380,-17.0,47.1,41.39,18.89,92.09
389.06,44.78,83.27,116,72.44,11.5,31.76,36.71,94.84
367.71,30.48,39.36,836,-79.64,77.1,53.24,19.32,83.65
355.96,23.44,15.27,113,-28.74,23.7,31.53,22.32,93.32
392.46,21.58,93.64,497,-30.46,86.4,47.67,19.78,82.54
395.62,57.93,94.16,1040,-106.36,87.4,51.83,33.33,70.24
370.36,30.7,46.97,916,-40.33,90.6,54.14,24.97,77.83
365.18,68.44,25.63,655,-120.49,49.9,45.94,33.68,74.12
395.88,6.53,89.77,762,17.78,65.0,44.63,1.3,85.71
387.15,50.27,72.3,638,-4.56,74.7,47.94,47.94,75.93
355.82,15.32,5.78,0,-14.11,12.6,35.32,17.9,96.75
355.14,50.79,15.23,292,-78.22,57.7,43.32,35.69,86.29
400.01,40.85,98.4,57,45.13,3.3,34.19,33.0,96.23
357.52,57.48,8.62,281,-105.09,47.8,40.7,35.12,85.45
363.23,19.17,31.84,213,-37.0,14.9,31.62,19.82,96.08
372.47,49.29,57.11,119,-110.15,17.6,30.59,24.61,94.13
359.18,38.97,22.51,237,-50.99,35.0,36.5,31.98,91.61
366.39,31.16,27.05,300,36.26,41.5,37.81,28.04,87.01
366.41,18.37,38.53,433,-11.66,59.8,46.73,18.91,83.74
363.91,51.73,30.61,26,-95.26,7.1,35.31,33.73,90.74
388.32,62.76,81.32,351,-71.32,48.4,42.12,50.0,81.24
375.69,32.61,52.53,214,-62.77,17.5,36.02,23.78,92.69
362.59,52.05,31.47,756,-90.06,55.1,44.05,32.88,82.08
362.92,33.57,34.74,355,-23.64,61.2,43.75,30.28,87.97
353.07,40.48,8.79,247,91.03,53.4,37.64,24.29,87.58
354.03,48.57,9.69,879,-73.57,70.9,47.2,36.06,77.54
389.95,50.42,73.2,196,75.79,32.2,39.8,35.93,90.98
358.06,26.04,15.73,903,-40.22,73.5,50.66,22.5,77.8
371.59,44.53,50.2,203,-20.67,41.5,39.68,42.33,90.14
390.32,26.25,85.02,500,-24.35,46.5,37.05,28.11,90.04
372.14,70.0,40.0,803,-141.78,62.2,46.45,38.76,79.31
367.65,31.47,37.85,28,-12.72,1.8,29.51,31.44,100.0
390.69,70.0,87.94,339,-185.92,62.8,44.98,28.4,78.32
393.83,29.69,87.16,690,-27.45,59.4,47.71,27.92,84.45
391.94,39.98,88.61,403,-30.23,29.7,40.26,34.76,90.57
381.1,52.52,59.33,8,-132.09,8.2,31.57,17.0,91.31
398.82,37.0,95.47,0,-36.11,8.7,34.13,31.71,93.12
387.96,49.15,82.8,1031,-57.57,88.6,52.01,41.1,73.37
377.6,41.39,44.49,317,-49.22,66.2,42.52,33.11,85.55
382.04,15.14,64.81,140,-48.61,12.2,36.73,10.53,93.78
350.29,24.18,16.57,273,-75.34,34.2,38.07,14.17,88.85
379.83,32.29,57.38,469,-35.46,56.9,45.8,28.21,87.62
357.2,17.28,30.0,890,11.94,80.2,50.03,20.13,81.73
369.09,44.0,31.94,104,-54.34,4.2,31.91,36.9,93.39
358.64,22.54,16.94,219,-43.02,22.7,37.71,23.26,91.49
369.08,31.77,39.03,893,-1.05,85.4,54.4,33.51,81.01
375.11,66.59,50.73,0,96.18,0.9,29.96,47.39,92.69
382.52,31.0,62.03,110,-51.57,19.3,31.24,28.23,96.71
365.29,57.47,33.96,881,-142.14,92.1,50.79,17.88,77.11
389.85,46.93,80.26,411,-93.8,58.9,42.17,31.96,84.44
377.35,32.28,54.49,224,-3.85,25.1,36.96,30.83,93.52
373.91,37.92,65.61,30,50.76,6.4,29.73,30.5,95.57
367.24,60.4,31.42,0,-96.74,2.7,31.33,41.68,91.26
393.21,24.16,82.34,100,-42.61,23.5,35.11,16.14,92.8
383.26,40.54,64.31,1156,-38.84,84.6,53.33,37.99,73.03
394.35,34.11,86.92,452,-86.13,39.9,36.74,21.94,93.06
364.63,44.38,20.2,543,52.11,69.2,46.8,41.81,81.66
370.19,8.27,41.16,686,29.84,88.2,46.7,6.78,82.69
357.58,51.4,15.74,359,-19.35,39.2,41.16,50.0,81.82
360.53,38.79,25.48,86,-65.19,18.4,37.94,25.29,97.44
365.24,14.36,42.48,378,17.37,49.6,41.27,15.9,90.85
396.11,35.98,89.99,764,-9.16,87.2,49.69,37.08,78.39
377.07,42.84,57.92,565,-66.22,77.2,50.27,33.12,83.36
362.16,33.4,36.39,43,18.29,6.3,30.83,32.53,94.46
387.5,36.73,75.96,588,-17.85,66.5,46.39,37.3,88.2
352.87,67.28,6.87,764,-139.64,54.9,47.21,28.36,75.02
369.13,42.62,40.16,553,-99.53,87.1,46.99,25.07,76.54
381.19,44.2,62.08,84,-119.76,11.8,35.64,16.41,92.07
375.27,25.6,60.41,395,21.87,51.3,43.91,26.86,85.95
384.08,38.46,62.72,1137,-82.13,84.4,58.52,22.89,76.36
363.59,29.41,25.09,535,-2.37,39.4,42.41,27.92,88.27
371.98,45.34,37.02,459,90.31,46.3,40.86,29.13,80.75
394.83,45.52,93.5,87,7.65,6.8,29.45,45.37,91.34
399.8,29.46,97.53,259,-65.14,26.7,36.85,20.53,90.1
361.46,40.0,34.64,495,-84.62,31.2,39.83,26.59,90.4
380.36,27.08,66.23,726,-58.38,90.7,53.39,23.65,80.53
359.59,33.96,27.92,210,-101.67,27.1,35.8,13.97,90.9
370.53,70.0,40.01,479,-108.67,44.2,39.98,50.0,78.48
386.57,36.14,80.27,544,-88.3,64.4,41.52,18.64,84.55
374.74,31.97,52.61,207,-8.07,15.6,34.21,31.69,94.4
392.59,53.95,85.71,403,-71.25,46.7,39.61,45.0,82.44
380.89,22.46,64.73,702,-53.52,70.9,46.86,15.61,82.03
378.17,37.39,64.75,647,-11.85,83.2,48.55,36.76,83.98
358.79,10.55,8.22,315,3.63,60.1,42.36,12.61,87.36
388.2,64.9,76.22,849,-155.76,64.2,46.3,19.98,77.82
403.66,70.0,97.9,220,-143.4,12.1,32.65,33.61,85.58
371.62,36.3,49.94,1239,-63.16,90.8,58.91,25.27,74.65
358.65,66.51,20.07,185,-106.89,12.7,33.24,42.55,89.71
398.91,32.51,97.81,772,11.27,74.4,50.31,29.29,81.32
370.62,42.34,32.56,317,-67.83,25.4,36.21,33.21,89.55
376.63,30.23,43.87,540,67.86,89.6,48.33,21.1,83.54
354.62,21.82,12.35,435,-69.28,69.1,46.76,17.61,84.89
355.32,13.54,15.53,569,-21.48,72.4,45.49,16.44,84.1
362.52,32.38,25.57,393,-80.02,21.0,38.82,18.65,94.14
381.9,21.66,57.1,199,-10.74,42.5,39.55,21.05,90.54
379.15,35.21,57.99,719,-9.42,59.3,45.32,39.57,86.29
382.0,32.65,62.59,815,13.27,73.9,46.94,32.03,82.15
383.55,21.85,60.46,131,-48.06,10.0,34.36,15.22,97.08
378.86,27.13,52.05,517,36.22,92.4,47.78,23.88,82.86
393.55,27.6,81.2,586,-22.02,85.5,48.09,27.7,80.01
398.73,57.37,93.72,401,-78.59,26.0,36.82,50.0,87.84
369.37,41.11,30.63,675,-78.16,79.0,45.16,28.09,80.88
355.04,30.78,17.37,323,3.73,49.8,40.74,32.54,94.08
379.44,21.67,45.38,273,35.86,44.3,35.19,18.08,92.94
356.94,59.64,7.51,153,-107.32,30.2,37.31,35.21,85.86
393.98,43.7,88.92,405,5.06,55.8,43.71,41.8,82.07
367.22,60.63,27.77,781,-129.18,70.1,48.1,26.49,73.59
377.55,45.34,57.18,420,-77.05,39.4,37.65,34.15,88.91
359.39,35.15,15.93,611,-10.62,60.4,46.27,33.75,84.62
380.56,43.17,57.56,502,-90.85,67.1,37.68,28.69,80.41
356.94,48.15,8.7,771,47.95,68.3,47.93,40.91,75.08
387.64,18.67,78.04,16,-3.49,5.0,33.49,20.01,100.0
400.53,47.5,95.77,461,-110.89,82.5,47.6,19.28,79.1
365.76,27.55,34.16,356,-0.67,44.0,,28.04,90.38
366.96,53.68,29.53,60,-119.22,25.2,31.99,24.27,89.82
373.73,2.3,47.56,254,-39.78,23.2,40.97,-1.11,94.02
